Div Num,Div Name,Subject,Subgroup,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate
30,Fauquier County ,English: Reading,White,78,76,79
30,Fauquier County ,English: Writing,White,86,86,84
30,Fauquier County ,History and Social Sciences,White,64,26,18
30,Fauquier County ,Mathematics,White,69,74,77
30,Fauquier County ,Science,White,73,77,78
31,Floyd County ,English: Reading,All Students,70,71,70
31,Floyd County ,English: Writing,All Students,70,71,92
31,Floyd County ,History and Social Sciences,All Students,63,72,62
31,Floyd County ,Mathematics,All Students,66,69,67
31,Floyd County ,Science,All Students,66,65,71
31,Floyd County ,English: Reading,Asian,0,0,0
31,Floyd County ,English: Writing,Asian,0,0,
31,Floyd County ,History and Social Sciences,Asian,0,0,0
31,Floyd County ,Mathematics,Asian,0,0,0
31,Floyd County ,Science,Asian,0,0,0
31,Floyd County ,English: Reading,Black,0,0,0
31,Floyd County ,English: Writing,Black,,0,0
31,Floyd County ,History and Social Sciences,Black,0,0,0
31,Floyd County ,Mathematics,Black,0,0,55
31,Floyd County ,Science,Black,0,0,0
31,Floyd County ,English: Reading,Economically Disadvantaged,61,64,61
31,Floyd County ,English: Writing,Economically Disadvantaged,57,65,90
31,Floyd County ,History and Social Sciences,Economically Disadvantaged,53,63,53
31,Floyd County ,Mathematics,Economically Disadvantaged,55,60,59
31,Floyd County ,Science,Economically Disadvantaged,57,59,63
31,Floyd County ,English: Reading,English Learners,14,20,10
31,Floyd County ,English: Writing,English Learners,0,0,
31,Floyd County ,History and Social Sciences,English Learners,0,0,0
31,Floyd County ,Mathematics,English Learners,38,20,25
31,Floyd County ,Science,English Learners,0,0,10
31,Floyd County ,English: Reading,Female,75,73,74
31,Floyd County ,English: Writing,Female,77,76,92
31,Floyd County ,History and Social Sciences,Female,61,72,60
31,Floyd County ,Mathematics,Female,65,69,69
31,Floyd County ,Science,Female,67,63,69
31,Floyd County ,English: Reading,Hispanic,60,62,51
31,Floyd County ,English: Writing,Hispanic,58,64,0
31,Floyd County ,History and Social Sciences,Hispanic,43,65,56
31,Floyd County ,Mathematics,Hispanic,60,57,44
31,Floyd County ,Science,Hispanic,70,45,43
31,Floyd County ,English: Reading,Male,65,69,67
31,Floyd County ,English: Writing,Male,62,67,93
31,Floyd County ,History and Social Sciences,Male,64,72,65
31,Floyd County ,Mathematics,Male,66,69,66
31,Floyd County ,Science,Male,65,66,73
31,Floyd County ,English: Reading,Multiple Races,67,78,72
31,Floyd County ,English: Writing,Multiple Races,64,0,0
31,Floyd County ,History and Social Sciences,Multiple Races,33,69,71
31,Floyd County ,Mathematics,Multiple Races,48,72,61
31,Floyd County ,Science,Multiple Races,67,57,62
31,Floyd County ,English: Reading,Students with Disabilities,37,32,32
31,Floyd County ,English: Writing,Students with Disabilities,4,13,0
31,Floyd County ,History and Social Sciences,Students with Disabilities,18,30,30
31,Floyd County ,Mathematics,Students with Disabilities,29,36,36
31,Floyd County ,Science,Students with Disabilities,24,22,35
31,Floyd County ,English: Reading,White,71,71,71
31,Floyd County ,English: Writing,White,71,74,92
31,Floyd County ,History and Social Sciences,White,65,72,63
31,Floyd County ,Mathematics,White,67,69,69
31,Floyd County ,Science,White,66,67,73
32,Fluvanna County ,English: Reading,All Students,70,68,71
32,Fluvanna County ,English: Writing,All Students,69,62,84
32,Fluvanna County ,History and Social Sciences,All Students,69,64,65
32,Fluvanna County ,Mathematics,All Students,64,69,74
32,Fluvanna County ,Science,All Students,64,64,64
32,Fluvanna County ,English: Reading,Asian,0,73,0
32,Fluvanna County ,English: Writing,Asian,0,0,
32,Fluvanna County ,History and Social Sciences,Asian,0,0,0
32,Fluvanna County ,Mathematics,Asian,0,60,70
32,Fluvanna County ,Science,Asian,0,0,0
32,Fluvanna County ,English: Reading,Black,49,47,47
32,Fluvanna County ,English: Writing,Black,55,42,64
32,Fluvanna County ,History and Social Sciences,Black,46,40,45
32,Fluvanna County ,Mathematics,Black,45,48,56
32,Fluvanna County ,Science,Black,37,36,39
32,Fluvanna County ,English: Reading,Economically Disadvantaged,57,52,56
32,Fluvanna County ,English: Writing,Economically Disadvantaged,56,47,72
32,Fluvanna County ,History and Social Sciences,Economically Disadvantaged,52,50,52
32,Fluvanna County ,Mathematics,Economically Disadvantaged,51,52,59
32,Fluvanna County ,Science,Economically Disadvantaged,50,46,49
32,Fluvanna County ,English: Reading,English Learners,33,26,30
32,Fluvanna County ,English: Writing,English Learners,0,0,
32,Fluvanna County ,History and Social Sciences,English Learners,25,47,33
32,Fluvanna County ,Mathematics,English Learners,30,32,38
32,Fluvanna County ,Science,English Learners,17,20,29
32,Fluvanna County ,English: Reading,Female,72,70,73
32,Fluvanna County ,English: Writing,Female,73,67,90
32,Fluvanna County ,History and Social Sciences,Female,68,61,60
32,Fluvanna County ,Mathematics,Female,66,67,72
32,Fluvanna County ,Science,Female,64,63,62
32,Fluvanna County ,English: Reading,Hispanic,60,57,64
32,Fluvanna County ,English: Writing,Hispanic,67,50,90
32,Fluvanna County ,History and Social Sciences,Hispanic,66,59,51
32,Fluvanna County ,Mathematics,Hispanic,58,58,64
32,Fluvanna County ,Science,Hispanic,54,51,53
32,Fluvanna County ,English: Reading,Male,68,66,69
32,Fluvanna County ,English: Writing,Male,64,56,75
32,Fluvanna County ,History and Social Sciences,Male,70,68,70
32,Fluvanna County ,Mathematics,Male,63,70,75
32,Fluvanna County ,Science,Male,65,65,65
32,Fluvanna County ,English: Reading,Multiple Races,69,63,68
32,Fluvanna County ,English: Writing,Multiple Races,55,69,77
32,Fluvanna County ,History and Social Sciences,Multiple Races,68,59,57
32,Fluvanna County ,Mathematics,Multiple Races,60,64,66
32,Fluvanna County ,Science,Multiple Races,63,67,65
32,Fluvanna County ,English: Reading,Students with Disabilities,35,36,36
32,Fluvanna County ,English: Writing,Students with Disabilities,13,14,36
32,Fluvanna County ,History and Social Sciences,Students with Disabilities,32,30,44
32,Fluvanna County ,Mathematics,Students with Disabilities,38,38,49
32,Fluvanna County ,Science,Students with Disabilities,34,36,36
32,Fluvanna County ,English: Reading,White,76,74,77
32,Fluvanna County ,English: Writing,White,73,66,87
32,Fluvanna County ,History and Social Sciences,White,75,72,73
32,Fluvanna County ,Mathematics,White,69,75,80
32,Fluvanna County ,Science,White,72,72,72
135,Franklin City ,English: Reading,All Students,50,48,47
135,Franklin City ,English: Writing,All Students,42,39,38
135,Franklin City ,History and Social Sciences,All Students,39,32,46
135,Franklin City ,Mathematics,All Students,35,35,34
135,Franklin City ,Science,All Students,31,31,38
135,Franklin City ,English: Reading,Asian,0,0,0
135,Franklin City ,English: Writing,Asian,0,,
135,Franklin City ,History and Social Sciences,Asian,0,0,0
135,Franklin City ,Mathematics,Asian,0,0,0
135,Franklin City ,Science,Asian,0,0,0
135,Franklin City ,English: Reading,Black,47,44,42
135,Franklin City ,English: Writing,Black,39,31,37
135,Franklin City ,History and Social Sciences,Black,35,28,45
135,Franklin City ,Mathematics,Black,32,31,29
135,Franklin City ,Science,Black,26,26,31
135,Franklin City ,English: Reading,Economically Disadvantaged,49,44,40
135,Franklin City ,English: Writing,Economically Disadvantaged,39,32,32
135,Franklin City ,History and Social Sciences,Economically Disadvantaged,35,29,40
135,Franklin City ,Mathematics,Economically Disadvantaged,32,29,28
135,Franklin City ,Science,Economically Disadvantaged,30,24,31
135,Franklin City ,English: Reading,English Learners,0,0,0
135,Franklin City ,English: Writing,English Learners,0,0,
135,Franklin City ,History and Social Sciences,English Learners,0,0,0
135,Franklin City ,Mathematics,English Learners,0,0,0
135,Franklin City ,Science,English Learners,0,0,0
135,Franklin City ,English: Reading,Female,49,52,50
135,Franklin City ,English: Writing,Female,46,42,40
135,Franklin City ,History and Social Sciences,Female,42,27,49
135,Franklin City ,Mathematics,Female,37,32,33
135,Franklin City ,Science,Female,28,25,37
135,Franklin City ,English: Reading,Hispanic,50,55,57
135,Franklin City ,English: Writing,Hispanic,0,0,0
135,Franklin City ,History and Social Sciences,Hispanic,0,45,30
135,Franklin City ,Mathematics,Hispanic,33,38,58
135,Franklin City ,Science,Hispanic,0,0,0
135,Franklin City ,English: Reading,Male,50,45,44
135,Franklin City ,English: Writing,Male,39,35,35
135,Franklin City ,History and Social Sciences,Male,37,36,44
135,Franklin City ,Mathematics,Male,34,39,35
135,Franklin City ,Science,Male,35,36,40
135,Franklin City ,English: Reading,Multiple Races,50,72,63
135,Franklin City ,English: Writing,Multiple Races,0,0,0
135,Franklin City ,History and Social Sciences,Multiple Races,38,45,50
135,Franklin City ,Mathematics,Multiple Races,41,53,44
135,Franklin City ,Science,Multiple Races,45,0,0
135,Franklin City ,English: Reading,Students with Disabilities,39,27,24
135,Franklin City ,English: Writing,Students with Disabilities,0,0,7
135,Franklin City ,History and Social Sciences,Students with Disabilities,10,8,19
135,Franklin City ,Mathematics,Students with Disabilities,33,39,25
135,Franklin City ,Science,Students with Disabilities,33,31,31
135,Franklin City ,English: Reading,White,67,65,65
135,Franklin City ,English: Writing,White,50,71,36
135,Franklin City ,History and Social Sciences,White,59,46,61
135,Franklin City ,Mathematics,White,54,56,53
135,Franklin City ,Science,White,51,64,67
33,Franklin County ,English: Reading,All Students,76,74,74
33,Franklin County ,English: Writing,All Students,55,59,0
33,Franklin County ,History and Social Sciences,All Students,69,72,73
33,Franklin County ,Mathematics,All Students,74,76,78
33,Franklin County ,Science,All Students,65,67,72
33,Franklin County ,English: Reading,Asian,88,87,77
33,Franklin County ,English: Writing,Asian,0,0,
33,Franklin County ,History and Social Sciences,Asian,0,0,0
33,Franklin County ,Mathematics,Asian,88,100,94
33,Franklin County ,Science,Asian,0,0,0
33,Franklin County ,English: Reading,Black,60,61,61
33,Franklin County ,English: Writing,Black,40,55,
33,Franklin County ,History and Social Sciences,Black,54,63,66
33,Franklin County ,Mathematics,Black,65,66,69
33,Franklin County ,Science,Black,41,49,57
33,Franklin County ,English: Reading,Economically Disadvantaged,70,67,66
33,Franklin County ,English: Writing,Economically Disadvantaged,48,44,0
33,Franklin County ,History and Social Sciences,Economically Disadvantaged,60,66,66
33,Franklin County ,Mathematics,Economically Disadvantaged,67,68,71
33,Franklin County ,Science,Economically Disadvantaged,56,56,64
33,Franklin County ,English: Reading,English Learners,54,45,32
33,Franklin County ,History and Social Sciences,English Learners,44,53,50
33,Franklin County ,Mathematics,English Learners,63,58,63
33,Franklin County ,Science,English Learners,36,22,18
33,Franklin County ,English: Reading,Female,78,76,76
33,Franklin County ,English: Writing,Female,60,68,0
33,Franklin County ,History and Social Sciences,Female,66,73,73
33,Franklin County ,Mathematics,Female,76,77,79
33,Franklin County ,Science,Female,65,64,71
33,Franklin County ,English: Reading,Hispanic,74,71,68
33,Franklin County ,English: Writing,Hispanic,42,50,
33,Franklin County ,History and Social Sciences,Hispanic,63,66,71
33,Franklin County ,Mathematics,Hispanic,70,70,76
33,Franklin County ,Science,Hispanic,62,57,63
33,Franklin County ,English: Reading,Male,74,72,72
33,Franklin County ,English: Writing,Male,50,48,
33,Franklin County ,History and Social Sciences,Male,72,72,73
33,Franklin County ,Mathematics,Male,72,74,77
33,Franklin County ,Science,Male,66,69,74
33,Franklin County ,English: Reading,Multiple Races,72,66,72
33,Franklin County ,English: Writing,Multiple Races,52,40,
33,Franklin County ,History and Social Sciences,Multiple Races,55,63,63
33,Franklin County ,Mathematics,Multiple Races,66,68,71
33,Franklin County ,Science,Multiple Races,45,57,63
33,Franklin County ,English: Reading,Students with Disabilities,44,37,38
33,Franklin County ,English: Writing,Students with Disabilities,8,7,
33,Franklin County ,History and Social Sciences,Students with Disabilities,37,36,30
33,Franklin County ,Mathematics,Students with Disabilities,38,40,41
33,Franklin County ,Science,Students with Disabilities,30,31,36
33,Franklin County ,English: Reading,White,79,76,77
33,Franklin County ,English: Writing,White,58,62,0
33,Franklin County ,History and Social Sciences,White,73,75,75
33,Franklin County ,Mathematics,White,76,78,80
33,Franklin County ,Science,White,70,71,76
34,Frederick County ,English: Reading,All Students,69,66,64
34,Frederick County ,English: Writing,All Students,67,61,74
34,Frederick County ,History and Social Sciences,All Students,66,66,60
34,Frederick County ,Mathematics,All Students,60,60,62
34,Frederick County ,Science,All Students,61,61,62
34,Frederick County ,English: Reading,Asian,87,85,78
34,Frederick County ,English: Writing,Asian,86,70,75
34,Frederick County ,History and Social Sciences,Asian,86,88,84
34,Frederick County ,Mathematics,Asian,82,83,78
34,Frederick County ,Science,Asian,76,79,74
34,Frederick County ,English: Reading,Black,66,66,56
34,Frederick County ,English: Writing,Black,54,55,52
34,Frederick County ,History and Social Sciences,Black,50,61,55
34,Frederick County ,Mathematics,Black,48,52,51
34,Frederick County ,Science,Black,42,51,53
34,Frederick County ,English: Reading,Economically Disadvantaged,54,52,51
34,Frederick County ,English: Writing,Economically Disadvantaged,51,44,60
34,Frederick County ,History and Social Sciences,Economically Disadvantaged,51,52,46
34,Frederick County ,Mathematics,Economically Disadvantaged,44,46,50
34,Frederick County ,Science,Economically Disadvantaged,45,44,48
34,Frederick County ,English: Reading,English Learners,22,22,20
34,Frederick County ,English: Writing,English Learners,10,4,12
34,Frederick County ,History and Social Sciences,English Learners,25,30,24
34,Frederick County ,Mathematics,English Learners,24,34,35
34,Frederick County ,Science,English Learners,9,16,22
34,Frederick County ,English: Reading,Female,72,70,67
34,Frederick County ,English: Writing,Female,73,69,78
34,Frederick County ,History and Social Sciences,Female,66,65,58
34,Frederick County ,Mathematics,Female,60,61,63
34,Frederick County ,Science,Female,61,60,62
34,Frederick County ,English: Reading,Hispanic,55,53,51
34,Frederick County ,English: Writing,Hispanic,53,48,62
34,Frederick County ,History and Social Sciences,Hispanic,54,58,46
34,Frederick County ,Mathematics,Hispanic,49,49,53
34,Frederick County ,Science,Hispanic,45,48,48
34,Frederick County ,English: Reading,Male,65,63,61
34,Frederick County ,English: Writing,Male,61,54,71
34,Frederick County ,History and Social Sciences,Male,66,66,62
34,Frederick County ,Mathematics,Male,59,58,61
34,Frederick County ,Science,Male,61,61,62
